,gene_ids,feature_is_filtered,feature_name,feature_reference,feature_biotype
ENSG00000133328,ENSG00000133328,False,PLAAT2,NCBITaxon:9606,gene
ENSG00000176485,ENSG00000176485,False,PLAAT3,NCBITaxon:9606,gene
ENSG00000149781,ENSG00000149781,False,FERMT3,NCBITaxon:9606,gene
ENSG00000173457,ENSG00000173457,False,PPP1R14B,NCBITaxon:9606,gene
ENSG00000110076,ENSG00000110076,False,NRXN2,NCBITaxon:9606,gene
ENSG00000110047,ENSG00000110047,False,EHD1,NCBITaxon:9606,gene
ENSG00000110046,ENSG00000110046,False,ATG2A,NCBITaxon:9606,gene
ENSG00000146670,ENSG00000146670,False,CDCA5,NCBITaxon:9606,gene
ENSG00000254614,ENSG00000254614,False,AP003068.23,NCBITaxon:9606,gene
ENSG00000245532,ENSG00000245532,False,NEAT1,NCBITaxon:9606,gene
ENSG00000172543,ENSG00000172543,False,CTSW,NCBITaxon:9606,gene
ENSG00000174807,ENSG00000174807,False,CD248,NCBITaxon:9606,gene
ENSG00000255468,ENSG00000255468,False,RP11-867G23.8,NCBITaxon:9606,gene
ENSG00000175463,ENSG00000175463,False,TBC1D10C,NCBITaxon:9606,gene
ENSG00000172508,ENSG00000172508,False,CARNS1,NCBITaxon:9606,gene
ENSG00000084207,ENSG00000084207,False,GSTP1,NCBITaxon:9606,gene
ENSG00000132744,ENSG00000132744,False,ACY3,NCBITaxon:9606,gene
ENSG00000251637,ENSG00000251637,False,LINC02754,NCBITaxon:9606,gene
ENSG00000172927,ENSG00000172927,False,MYEOV,NCBITaxon:9606,gene
ENSG00000110092,ENSG00000110092,False,CCND1,NCBITaxon:9606,gene
ENSG00000085733,ENSG00000085733,False,CTTN,NCBITaxon:9606,gene
ENSG00000254682,ENSG00000254682,False,RP11-660L16.2,NCBITaxon:9606,gene
ENSG00000165434,ENSG00000165434,False,PGM2L1,NCBITaxon:9606,gene
ENSG00000149273,ENSG00000149273,False,RPS3,NCBITaxon:9606,gene
ENSG00000149243,ENSG00000149243,False,KLHL35,NCBITaxon:9606,gene
ENSG00000255363,ENSG00000255363,False,LINC02757,NCBITaxon:9606,gene
ENSG00000236304,ENSG00000236304,False,AP001189.4,NCBITaxon:9606,gene
ENSG00000149260,ENSG00000149260,False,CAPN5,NCBITaxon:9606,gene
ENSG00000178301,ENSG00000178301,False,AQP11,NCBITaxon:9606,gene
ENSG00000246174,ENSG00000246174,False,KCTD21-AS1,NCBITaxon:9606,gene
ENSG00000137502,ENSG00000137502,False,RAB30,NCBITaxon:9606,gene
ENSG00000137501,ENSG00000137501,False,SYTL2,NCBITaxon:9606,gene
ENSG00000150687,ENSG00000150687,False,PRSS23,NCBITaxon:9606,gene
ENSG00000109861,ENSG00000109861,False,CTSC,NCBITaxon:9606,gene
ENSG00000149218,ENSG00000149218,False,ENDOD1,NCBITaxon:9606,gene
ENSG00000149212,ENSG00000149212,False,SESN3,NCBITaxon:9606,gene
ENSG00000165895,ENSG00000165895,False,ARHGAP42,NCBITaxon:9606,gene
ENSG00000110318,ENSG00000110318,False,CEP126,NCBITaxon:9606,gene
ENSG00000023445,ENSG00000023445,False,BIRC3,NCBITaxon:9606,gene
ENSG00000187240,ENSG00000187240,False,DYNC2H1,NCBITaxon:9606,gene
ENSG00000170962,ENSG00000170962,False,PDGFD,NCBITaxon:9606,gene
ENSG00000204397,ENSG00000204397,False,CARD16,NCBITaxon:9606,gene
ENSG00000152404,ENSG00000152404,False,CWF19L2,NCBITaxon:9606,gene
ENSG00000149311,ENSG00000149311,False,ATM,NCBITaxon:9606,gene
ENSG00000110723,ENSG00000110723,False,EXPH5,NCBITaxon:9606,gene
ENSG00000110777,ENSG00000110777,False,POU2AF1,NCBITaxon:9606,gene
ENSG00000150764,ENSG00000150764,False,DIXDC1,NCBITaxon:9606,gene
ENSG00000150782,ENSG00000150782,False,IL18,NCBITaxon:9606,gene
ENSG00000250303,ENSG00000250303,False,LINC02762,NCBITaxon:9606,gene
ENSG00000149294,ENSG00000149294,False,NCAM1,NCBITaxon:9606,gene
ENSG00000048028,ENSG00000048028,False,USP28,NCBITaxon:9606,gene
ENSG00000109906,ENSG00000109906,False,ZBTB16,NCBITaxon:9606,gene
ENSG00000182985,ENSG00000182985,False,CADM1,NCBITaxon:9606,gene
ENSG00000118137,ENSG00000118137,False,APOA1,NCBITaxon:9606,gene
ENSG00000137731,ENSG00000137731,False,FXYD2,NCBITaxon:9606,gene
ENSG00000160593,ENSG00000160593,False,JAML,NCBITaxon:9606,gene
ENSG00000198851,ENSG00000198851,False,CD3E,NCBITaxon:9606,gene
ENSG00000167286,ENSG00000167286,False,CD3D,NCBITaxon:9606,gene
ENSG00000160654,ENSG00000160654,False,CD3G,NCBITaxon:9606,gene
ENSG00000160683,ENSG00000160683,False,CXCR5,NCBITaxon:9606,gene
ENSG00000186174,ENSG00000186174,False,BCL9L,NCBITaxon:9606,gene
ENSG00000188486,ENSG00000188486,False,H2AX,NCBITaxon:9606,gene
ENSG00000076706,ENSG00000076706,False,MCAM,NCBITaxon:9606,gene
ENSG00000196914,ENSG00000196914,False,ARHGEF12,NCBITaxon:9606,gene
ENSG00000149403,ENSG00000149403,False,GRIK4,NCBITaxon:9606,gene
ENSG00000109929,ENSG00000109929,False,SC5D,NCBITaxon:9606,gene
ENSG00000246790,ENSG00000246790,False,RP11-730K11.1,NCBITaxon:9606,gene
ENSG00000109943,ENSG00000109943,False,CRTAM,NCBITaxon:9606,gene
ENSG00000166250,ENSG00000166250,False,CLMP,NCBITaxon:9606,gene
ENSG00000154146,ENSG00000154146,False,NRGN,NCBITaxon:9606,gene
ENSG00000149564,ENSG00000149564,False,ESAM,NCBITaxon:9606,gene
ENSG00000250073,ENSG00000250073,False,RP11-677M14.3,NCBITaxon:9606,gene
ENSG00000149548,ENSG00000149548,False,CCDC15,NCBITaxon:9606,gene
ENSG00000149557,ENSG00000149557,False,FEZ1,NCBITaxon:9606,gene
ENSG00000149554,ENSG00000149554,False,CHEK1,NCBITaxon:9606,gene
ENSG00000134954,ENSG00000134954,False,ETS1,NCBITaxon:9606,gene
ENSG00000254703,ENSG00000254703,False,SENCR,NCBITaxon:9606,gene
ENSG00000084234,ENSG00000084234,False,APLP2,NCBITaxon:9606,gene
ENSG00000204241,ENSG00000204241,False,LINC02731,NCBITaxon:9606,gene
ENSG00000166086,ENSG00000166086,False,JAM3,NCBITaxon:9606,gene
ENSG00000149328,ENSG00000149328,False,GLB1L2,NCBITaxon:9606,gene
ENSG00000109956,ENSG00000109956,False,B3GAT1,NCBITaxon:9606,gene
ENSG00000151240,ENSG00000151240,False,DIP2C,NCBITaxon:9606,gene
ENSG00000067082,ENSG00000067082,False,KLF6,NCBITaxon:9606,gene
ENSG00000196139,ENSG00000196139,False,AKR1C3,NCBITaxon:9606,gene
ENSG00000173848,ENSG00000173848,False,NET1,NCBITaxon:9606,gene
ENSG00000134460,ENSG00000134460,False,IL2RA,NCBITaxon:9606,gene
ENSG00000170525,ENSG00000170525,False,PFKFB3,NCBITaxon:9606,gene
ENSG00000065675,ENSG00000065675,False,PRKCQ,NCBITaxon:9606,gene
ENSG00000107485,ENSG00000107485,False,GATA3,NCBITaxon:9606,gene
ENSG00000197308,ENSG00000197308,False,GATA3-AS1,NCBITaxon:9606,gene
ENSG00000148426,ENSG00000148426,False,PROSER2,NCBITaxon:9606,gene
ENSG00000123240,ENSG00000123240,False,OPTN,NCBITaxon:9606,gene
ENSG00000065328,ENSG00000065328,False,MCM10,NCBITaxon:9606,gene
ENSG00000065809,ENSG00000065809,False,FAM107B,NCBITaxon:9606,gene
ENSG00000152465,ENSG00000152465,False,NMT2,NCBITaxon:9606,gene
ENSG00000148468,ENSG00000148468,False,FAM171A1,NCBITaxon:9606,gene
ENSG00000148484,ENSG00000148484,False,RSU1,NCBITaxon:9606,gene
ENSG00000229124,ENSG00000229124,False,VIM-AS1,NCBITaxon:9606,gene
ENSG00000026025,ENSG00000026025,False,VIM,NCBITaxon:9606,gene
ENSG00000148488,ENSG00000148488,False,ST8SIA6,NCBITaxon:9606,gene
ENSG00000165996,ENSG00000165996,False,HACD1,NCBITaxon:9606,gene
ENSG00000260589,ENSG00000260589,False,STAM-AS1,NCBITaxon:9606,gene
ENSG00000260314,ENSG00000260314,False,MRC1,NCBITaxon:9606,gene
ENSG00000120594,ENSG00000120594,False,PLXDC2,NCBITaxon:9606,gene
ENSG00000136770,ENSG00000136770,False,DNAJC1,NCBITaxon:9606,gene
ENSG00000150867,ENSG00000150867,False,PIP4K2A,NCBITaxon:9606,gene
ENSG00000165312,ENSG00000165312,False,OTUD1,NCBITaxon:9606,gene
ENSG00000107863,ENSG00000107863,False,ARHGAP21,NCBITaxon:9606,gene
ENSG00000099256,ENSG00000099256,False,PRTFDC1,NCBITaxon:9606,gene
ENSG00000273107,ENSG00000273107,False,RP11-165A20.3,NCBITaxon:9606,gene
ENSG00000151023,ENSG00000151023,False,ENKUR,NCBITaxon:9606,gene
ENSG00000107890,ENSG00000107890,False,ANKRD26,NCBITaxon:9606,gene
ENSG00000095739,ENSG00000095739,False,BAMBI,NCBITaxon:9606,gene
ENSG00000107968,ENSG00000107968,False,MAP3K8,NCBITaxon:9606,gene
ENSG00000148516,ENSG00000148516,False,ZEB1,NCBITaxon:9606,gene
ENSG00000150093,ENSG00000150093,False,ITGB1,NCBITaxon:9606,gene
ENSG00000148498,ENSG00000148498,False,PARD3,NCBITaxon:9606,gene
ENSG00000095794,ENSG00000095794,False,CREM,NCBITaxon:9606,gene
ENSG00000266412,ENSG00000266412,False,NCOA4,NCBITaxon:9606,gene
ENSG00000122952,ENSG00000122952,False,ZWINT,NCBITaxon:9606,gene
ENSG00000151150,ENSG00000151150,False,ANK3,NCBITaxon:9606,gene
ENSG00000170312,ENSG00000170312,False,CDK1,NCBITaxon:9606,gene
ENSG00000072422,ENSG00000072422,False,RHOBTB1,NCBITaxon:9606,gene
ENSG00000150347,ENSG00000150347,False,ARID5B,NCBITaxon:9606,gene
ENSG00000182010,ENSG00000182010,False,RTKN2,NCBITaxon:9606,gene
ENSG00000138311,ENSG00000138311,False,ZNF365,NCBITaxon:9606,gene
ENSG00000122877,ENSG00000122877,False,EGR2,NCBITaxon:9606,gene
ENSG00000138336,ENSG00000138336,False,TET1,NCBITaxon:9606,gene
ENSG00000165730,ENSG00000165730,False,STOX1,NCBITaxon:9606,gene
ENSG00000122862,ENSG00000122862,False,SRGN,NCBITaxon:9606,gene
ENSG00000156510,ENSG00000156510,False,HKDC1,NCBITaxon:9606,gene
ENSG00000099282,ENSG00000099282,False,TSPAN15,NCBITaxon:9606,gene
ENSG00000197467,ENSG00000197467,False,COL13A1,NCBITaxon:9606,gene
ENSG00000180644,ENSG00000180644,False,PRF1,NCBITaxon:9606,gene
ENSG00000107738,ENSG00000107738,False,VSIR,NCBITaxon:9606,gene
ENSG00000197746,ENSG00000197746,False,PSAP,NCBITaxon:9606,gene
ENSG00000107742,ENSG00000107742,False,SPOCK2,NCBITaxon:9606,gene
ENSG00000168209,ENSG00000168209,False,DDIT4,NCBITaxon:9606,gene
ENSG00000196968,ENSG00000196968,False,FUT11,NCBITaxon:9606,gene
ENSG00000035403,ENSG00000035403,False,VCL,NCBITaxon:9606,gene
ENSG00000156650,ENSG00000156650,False,KAT6B,NCBITaxon:9606,gene
ENSG00000228748,ENSG00000228748,False,RP13-39P12.3,NCBITaxon:9606,gene
ENSG00000151208,ENSG00000151208,False,DLG5,NCBITaxon:9606,gene
ENSG00000122378,ENSG00000122378,False,PRXL2A,NCBITaxon:9606,gene
ENSG00000271933,ENSG00000271933,False,RP11-338I21.1,NCBITaxon:9606,gene
ENSG00000148600,ENSG00000148600,False,CDHR1,NCBITaxon:9606,gene
ENSG00000107771,ENSG00000107771,False,CCSER2,NCBITaxon:9606,gene
ENSG00000119922,ENSG00000119922,False,IFIT2,NCBITaxon:9606,gene
ENSG00000119917,ENSG00000119917,False,IFIT3,NCBITaxon:9606,gene
ENSG00000185745,ENSG00000185745,False,IFIT1,NCBITaxon:9606,gene
ENSG00000138182,ENSG00000138182,False,KIF20B,NCBITaxon:9606,gene
ENSG00000232229,ENSG00000232229,False,LINC00865,NCBITaxon:9606,gene
ENSG00000165338,ENSG00000165338,False,HECTD2,NCBITaxon:9606,gene
ENSG00000138160,ENSG00000138160,False,KIF11,NCBITaxon:9606,gene
ENSG00000138180,ENSG00000138180,False,CEP55,NCBITaxon:9606,gene
ENSG00000173145,ENSG00000173145,False,NOC3L,NCBITaxon:9606,gene
ENSG00000119969,ENSG00000119969,False,HELLS,NCBITaxon:9606,gene
ENSG00000107438,ENSG00000107438,False,PDLIM1,NCBITaxon:9606,gene
ENSG00000138185,ENSG00000138185,False,ENTPD1,NCBITaxon:9606,gene
ENSG00000095585,ENSG00000095585,False,BLNK,NCBITaxon:9606,gene
ENSG00000107447,ENSG00000107447,False,DNTT,NCBITaxon:9606,gene
ENSG00000120057,ENSG00000120057,False,SFRP5,NCBITaxon:9606,gene
ENSG00000077150,ENSG00000077150,False,NFKB2,NCBITaxon:9606,gene
ENSG00000148834,ENSG00000148834,False,GSTO1,NCBITaxon:9606,gene
ENSG00000138166,ENSG00000138166,False,DUSP5,NCBITaxon:9606,gene
ENSG00000150594,ENSG00000150594,False,ADRA2A,NCBITaxon:9606,gene
ENSG00000148737,ENSG00000148737,False,TCF7L2,NCBITaxon:9606,gene
ENSG00000198924,ENSG00000198924,False,DCLRE1A,NCBITaxon:9606,gene
ENSG00000165813,ENSG00000165813,False,CCDC186,NCBITaxon:9606,gene
ENSG00000095627,ENSG00000095627,False,TDRD1,NCBITaxon:9606,gene
ENSG00000169129,ENSG00000169129,False,AFAP1L2,NCBITaxon:9606,gene
ENSG00000099204,ENSG00000099204,False,ABLIM1,NCBITaxon:9606,gene
ENSG00000165868,ENSG00000165868,False,HSPA12A,NCBITaxon:9606,gene
ENSG00000187164,ENSG00000187164,False,SHTN1,NCBITaxon:9606,gene
ENSG00000225936,ENSG00000225936,False,RP11-501J20.5,NCBITaxon:9606,gene
ENSG00000165646,ENSG00000165646,False,SLC18A2,NCBITaxon:9606,gene
ENSG00000148908,ENSG00000148908,False,RGS10,NCBITaxon:9606,gene
ENSG00000227165,ENSG00000227165,False,WDR11-AS1,NCBITaxon:9606,gene
ENSG00000107679,ENSG00000107679,False,PLEKHA1,NCBITaxon:9606,gene
ENSG00000203780,ENSG00000203780,False,FANK1,NCBITaxon:9606,gene
ENSG00000148848,ENSG00000148848,False,ADAM12,NCBITaxon:9606,gene
ENSG00000132334,ENSG00000132334,False,PTPRE,NCBITaxon:9606,gene
ENSG00000148773,ENSG00000148773,False,MKI67,NCBITaxon:9606,gene
ENSG00000130643,ENSG00000130643,False,CALY,NCBITaxon:9606,gene
ENSG00000214279,ENSG00000214279,False,SCART1,NCBITaxon:9606,gene
ENSG00000171772,ENSG00000171772,False,SYCE1,NCBITaxon:9606,gene
ENSG00000120645,ENSG00000120645,False,IQSEC3,NCBITaxon:9606,gene
ENSG00000256271,ENSG00000256271,False,CACNA1C-AS2,NCBITaxon:9606,gene
ENSG00000111206,ENSG00000111206,False,FOXM1,NCBITaxon:9606,gene
ENSG00000011105,ENSG00000011105,False,TSPAN9,NCBITaxon:9606,gene
ENSG00000256862,ENSG00000256862,False,PARP11-AS1,NCBITaxon:9606,gene
ENSG00000118971,ENSG00000118971,False,CCND2,NCBITaxon:9606,gene
ENSG00000111247,ENSG00000111247,False,RAD51AP1,NCBITaxon:9606,gene
ENSG00000110799,ENSG00000110799,False,VWF,NCBITaxon:9606,gene
ENSG00000010278,ENSG00000010278,False,CD9,NCBITaxon:9606,gene
ENSG00000139193,ENSG00000139193,False,CD27,NCBITaxon:9606,gene
ENSG00000111640,ENSG00000111640,False,GAPDH,NCBITaxon:9606,gene
ENSG00000184574,ENSG00000184574,False,LPAR5,NCBITaxon:9606,gene
ENSG00000111644,ENSG00000111644,False,ACRBP,NCBITaxon:9606,gene
ENSG00000159335,ENSG00000159335,False,PTMS,NCBITaxon:9606,gene
ENSG00000089692,ENSG00000089692,False,LAG3,NCBITaxon:9606,gene
ENSG00000111665,ENSG00000111665,False,CDCA3,NCBITaxon:9606,gene
ENSG00000111678,ENSG00000111678,False,C12orf57,NCBITaxon:9606,gene
ENSG00000139182,ENSG00000139182,False,CLSTN3,NCBITaxon:9606,gene
ENSG00000177575,ENSG00000177575,False,CD163,NCBITaxon:9606,gene
ENSG00000198178,ENSG00000198178,False,CLEC4C,NCBITaxon:9606,gene
ENSG00000059804,ENSG00000059804,False,SLC2A3,NCBITaxon:9606,gene
ENSG00000171860,ENSG00000171860,False,C3AR1,NCBITaxon:9606,gene
ENSG00000166523,ENSG00000166523,False,CLEC4E,NCBITaxon:9606,gene
ENSG00000249790,ENSG00000249790,False,RP11-20D14.6,NCBITaxon:9606,gene
ENSG00000139187,ENSG00000139187,False,KLRG1,NCBITaxon:9606,gene
ENSG00000245105,ENSG00000245105,False,A2M-AS1,NCBITaxon:9606,gene
ENSG00000175899,ENSG00000175899,False,A2M,NCBITaxon:9606,gene
ENSG00000237248,ENSG00000237248,False,LINC00987,NCBITaxon:9606,gene
ENSG00000111796,ENSG00000111796,False,KLRB1,NCBITaxon:9606,gene
ENSG00000069493,ENSG00000069493,False,CLEC2D,NCBITaxon:9606,gene
ENSG00000184293,ENSG00000184293,False,CLECL1,NCBITaxon:9606,gene
ENSG00000110848,ENSG00000110848,False,CD69,NCBITaxon:9606,gene
ENSG00000150045,ENSG00000150045,False,KLRF1,NCBITaxon:9606,gene
ENSG00000110852,ENSG00000110852,False,CLEC2B,NCBITaxon:9606,gene
ENSG00000172322,ENSG00000172322,False,CLEC12A,NCBITaxon:9606,gene
ENSG00000165682,ENSG00000165682,False,CLEC1B,NCBITaxon:9606,gene
ENSG00000197992,ENSG00000197992,False,CLEC9A,NCBITaxon:9606,gene
ENSG00000172243,ENSG00000172243,False,CLEC7A,NCBITaxon:9606,gene
ENSG00000134539,ENSG00000134539,False,KLRD1,NCBITaxon:9606,gene
ENSG00000245648,ENSG00000245648,False,KLRK1-AS1,NCBITaxon:9606,gene
ENSG00000213809,ENSG00000213809,False,KLRK1,NCBITaxon:9606,gene
ENSG00000255819,ENSG00000255819,False,KLRC4-KLRK1,NCBITaxon:9606,gene
ENSG00000183542,ENSG00000183542,False,KLRC4,NCBITaxon:9606,gene
ENSG00000205810,ENSG00000205810,False,KLRC3,NCBITaxon:9606,gene
ENSG00000205809,ENSG00000205809,False,KLRC2,NCBITaxon:9606,gene
ENSG00000134545,ENSG00000134545,False,KLRC1,NCBITaxon:9606,gene
ENSG00000256039,ENSG00000256039,False,LINC02446,NCBITaxon:9606,gene
ENSG00000060140,ENSG00000060140,False,STYK1,NCBITaxon:9606,gene
ENSG00000060138,ENSG00000060138,False,YBX3,NCBITaxon:9606,gene
ENSG00000070018,ENSG00000070018,False,LRP6,NCBITaxon:9606,gene
ENSG00000111266,ENSG00000111266,False,DUSP16,NCBITaxon:9606,gene
ENSG00000134531,ENSG00000134531,False,EMP1,NCBITaxon:9606,gene
ENSG00000121316,ENSG00000121316,False,PLBD1,NCBITaxon:9606,gene
ENSG00000246705,ENSG00000246705,False,H2AJ,NCBITaxon:9606,gene
ENSG00000008394,ENSG00000008394,False,MGST1,NCBITaxon:9606,gene
ENSG00000052126,ENSG00000052126,False,PLEKHA5,NCBITaxon:9606,gene
ENSG00000134548,ENSG00000134548,False,SPX,NCBITaxon:9606,gene
ENSG00000111716,ENSG00000111716,False,LDHB,NCBITaxon:9606,gene
ENSG00000111728,ENSG00000111728,False,ST8SIA1,NCBITaxon:9606,gene
ENSG00000134532,ENSG00000134532,False,SOX5,NCBITaxon:9606,gene
ENSG00000123095,ENSG00000123095,False,BHLHE41,NCBITaxon:9606,gene
ENSG00000123096,ENSG00000123096,False,SSPN,NCBITaxon:9606,gene
ENSG00000276900,ENSG00000276900,False,RP11-467L13.7,NCBITaxon:9606,gene
ENSG00000255760,ENSG00000255760,False,LINC02422,NCBITaxon:9606,gene
ENSG00000174718,ENSG00000174718,False,RESF1,NCBITaxon:9606,gene
ENSG00000139116,ENSG00000139116,False,KIF21A,NCBITaxon:9606,gene
ENSG00000173208,ENSG00000173208,False,ABCD2,NCBITaxon:9606,gene
ENSG00000188906,ENSG00000188906,False,LRRK2,NCBITaxon:9606,gene
ENSG00000184613,ENSG00000184613,False,NELL2,NCBITaxon:9606,gene
ENSG00000177119,ENSG00000177119,False,ANO6,NCBITaxon:9606,gene
ENSG00000111371,ENSG00000111371,False,SLC38A1,NCBITaxon:9606,gene
ENSG00000272369,ENSG00000272369,False,RP11-446N19.1,NCBITaxon:9606,gene
ENSG00000139211,ENSG00000139211,False,AMIGO2,NCBITaxon:9606,gene
ENSG00000179715,ENSG00000179715,False,PCED1B,NCBITaxon:9606,gene
ENSG00000134291,ENSG00000134291,False,TMEM106C,NCBITaxon:9606,gene
ENSG00000139537,ENSG00000139537,False,CCDC65,NCBITaxon:9606,gene
ENSG00000134285,ENSG00000134285,False,FKBP11,NCBITaxon:9606,gene
ENSG00000123416,ENSG00000123416,False,TUBA1B,NCBITaxon:9606,gene
ENSG00000167552,ENSG00000167552,False,TUBA1A,NCBITaxon:9606,gene
ENSG00000167553,ENSG00000167553,False,TUBA1C,NCBITaxon:9606,gene
ENSG00000135451,ENSG00000135451,False,TROAP,NCBITaxon:9606,gene
ENSG00000050405,ENSG00000050405,False,LIMA1,NCBITaxon:9606,gene
ENSG00000161835,ENSG00000161835,False,TAMALIN,NCBITaxon:9606,gene
ENSG00000123358,ENSG00000123358,False,NR4A1,NCBITaxon:9606,gene
ENSG00000170442,ENSG00000170442,False,KRT86,NCBITaxon:9606,gene
ENSG00000170486,ENSG00000170486,False,KRT72,NCBITaxon:9606,gene
ENSG00000186049,ENSG00000186049,False,KRT73,NCBITaxon:9606,gene
ENSG00000172867,ENSG00000172867,False,KRT2,NCBITaxon:9606,gene
ENSG00000167768,ENSG00000167768,False,KRT1,NCBITaxon:9606,gene
ENSG00000170421,ENSG00000170421,False,KRT8,NCBITaxon:9606,gene
ENSG00000167779,ENSG00000167779,False,IGFBP6,NCBITaxon:9606,gene
ENSG00000139626,ENSG00000139626,False,ITGB7,NCBITaxon:9606,gene
ENSG00000198353,ENSG00000198353,False,HOXC4,NCBITaxon:9606,gene
ENSG00000123405,ENSG00000123405,False,NFE2,NCBITaxon:9606,gene
ENSG00000135426,ENSG00000135426,False,TESPA1,NCBITaxon:9606,gene
ENSG00000135404,ENSG00000135404,False,CD63,NCBITaxon:9606,gene
ENSG00000135414,ENSG00000135414,False,GDF11,NCBITaxon:9606,gene
ENSG00000065357,ENSG00000065357,False,DGKA,NCBITaxon:9606,gene
ENSG00000197728,ENSG00000197728,False,RPS26,NCBITaxon:9606,gene
ENSG00000229117,ENSG00000229117,False,RPL41,NCBITaxon:9606,gene
ENSG00000092841,ENSG00000092841,False,MYL6,NCBITaxon:9606,gene
ENSG00000110944,ENSG00000110944,False,IL23A,NCBITaxon:9606,gene
ENSG00000123384,ENSG00000123384,False,LRP1,NCBITaxon:9606,gene
ENSG00000185633,ENSG00000185633,False,NDUFA4L2,NCBITaxon:9606,gene
ENSG00000155980,ENSG00000155980,False,KIF5A,NCBITaxon:9606,gene
ENSG00000178498,ENSG00000178498,False,DTX3,NCBITaxon:9606,gene
ENSG00000240771,ENSG00000240771,False,ARHGEF25,NCBITaxon:9606,gene
ENSG00000139266,ENSG00000139266,False,MARCHF9,NCBITaxon:9606,gene
ENSG00000257698,ENSG00000257698,False,GIHCG,NCBITaxon:9606,gene
ENSG00000174099,ENSG00000174099,False,MSRB3,NCBITaxon:9606,gene
ENSG00000090376,ENSG00000090376,False,IRAK3,NCBITaxon:9606,gene
ENSG00000255733,ENSG00000255733,False,IFNG-AS1,NCBITaxon:9606,gene
ENSG00000111537,ENSG00000111537,False,IFNG,NCBITaxon:9606,gene
ENSG00000251301,ENSG00000251301,False,LINC02384,NCBITaxon:9606,gene
ENSG00000273824,ENSG00000273824,False,RP11-81H14.1,NCBITaxon:9606,gene
ENSG00000127314,ENSG00000127314,False,RAP1B,NCBITaxon:9606,gene
ENSG00000247363,ENSG00000247363,False,RP11-637A17.2,NCBITaxon:9606,gene
ENSG00000274979,ENSG00000274979,False,RP11-1143G9.5,NCBITaxon:9606,gene
ENSG00000090382,ENSG00000090382,False,LYZ,NCBITaxon:9606,gene
ENSG00000257764,ENSG00000257764,False,RP11-1143G9.4,NCBITaxon:9606,gene
ENSG00000127329,ENSG00000127329,False,PTPRB,NCBITaxon:9606,gene
ENSG00000180481,ENSG00000180481,False,GLIPR1L2,NCBITaxon:9606,gene
ENSG00000139278,ENSG00000139278,False,GLIPR1,NCBITaxon:9606,gene
ENSG00000139289,ENSG00000139289,False,PHLDA1,NCBITaxon:9606,gene
ENSG00000187109,ENSG00000187109,False,NAP1L1,NCBITaxon:9606,gene
ENSG00000067715,ENSG00000067715,False,SYT1,NCBITaxon:9606,gene
ENSG00000177425,ENSG00000177425,False,PAWR,NCBITaxon:9606,gene
ENSG00000198707,ENSG00000198707,False,CEP290,NCBITaxon:9606,gene
ENSG00000139318,ENSG00000139318,False,DUSP6,NCBITaxon:9606,gene
ENSG00000070961,ENSG00000070961,False,ATP2B1,NCBITaxon:9606,gene
ENSG00000271614,ENSG00000271614,False,ATP2B1-AS1,NCBITaxon:9606,gene
ENSG00000133639,ENSG00000133639,False,BTG1,NCBITaxon:9606,gene
ENSG00000245904,ENSG00000245904,False,RP11-796E2.4,NCBITaxon:9606,gene
ENSG00000205056,ENSG00000205056,False,LINC02397,NCBITaxon:9606,gene
ENSG00000120833,ENSG00000120833,False,SOCS2,NCBITaxon:9606,gene
ENSG00000136014,ENSG00000136014,False,USP44,NCBITaxon:9606,gene
ENSG00000074527,ENSG00000074527,False,NTN4,NCBITaxon:9606,gene
ENSG00000111144,ENSG00000111144,False,LTA4H,NCBITaxon:9606,gene
ENSG00000111670,ENSG00000111670,False,GNPTAB,NCBITaxon:9606,gene
ENSG00000136048,ENSG00000136048,False,DRAM1,NCBITaxon:9606,gene
ENSG00000017427,ENSG00000017427,False,IGF1,NCBITaxon:9606,gene
ENSG00000179088,ENSG00000179088,False,C12orf42,NCBITaxon:9606,gene
ENSG00000166598,ENSG00000166598,False,HSP90B1,NCBITaxon:9606,gene
ENSG00000235162,ENSG00000235162,False,C12orf75,NCBITaxon:9606,gene
ENSG00000074590,ENSG00000074590,False,NUAK1,NCBITaxon:9606,gene
ENSG00000136026,ENSG00000136026,False,CKAP4,NCBITaxon:9606,gene
ENSG00000260329,ENSG00000260329,False,RP11-412D9.4,NCBITaxon:9606,gene
ENSG00000174600,ENSG00000174600,False,CMKLR1,NCBITaxon:9606,gene
ENSG00000122986,ENSG00000122986,False,HVCN1,NCBITaxon:9606,gene
ENSG00000111249,ENSG00000111249,False,CUX2,NCBITaxon:9606,gene
ENSG00000111275,ENSG00000111275,False,ALDH2,NCBITaxon:9606,gene
ENSG00000089169,ENSG00000089169,False,RPH3A,NCBITaxon:9606,gene
ENSG00000089127,ENSG00000089127,False,OAS1,NCBITaxon:9606,gene
ENSG00000135144,ENSG00000135144,False,DTX1,NCBITaxon:9606,gene
ENSG00000135116,ENSG00000135116,False,HRK,NCBITaxon:9606,gene
ENSG00000122966,ENSG00000122966,False,CIT,NCBITaxon:9606,gene
ENSG00000135127,ENSG00000135127,False,BICDL1,NCBITaxon:9606,gene
ENSG00000088986,ENSG00000088986,False,DYNLL1,NCBITaxon:9606,gene
ENSG00000135114,ENSG00000135114,False,OASL,NCBITaxon:9606,gene
ENSG00000139714,ENSG00000139714,False,MORN3,NCBITaxon:9606,gene
