,gene_ids,feature_is_filtered,feature_name,feature_reference,feature_biotype
ENSG00000269893,ENSG00000269893,False,SNHG8,NCBITaxon:9606,gene
ENSG00000145390,ENSG00000145390,False,USP53,NCBITaxon:9606,gene
ENSG00000138735,ENSG00000138735,False,PDE5A,NCBITaxon:9606,gene
ENSG00000164109,ENSG00000164109,False,MAD2L1,NCBITaxon:9606,gene
ENSG00000050730,ENSG00000050730,False,TNIP3,NCBITaxon:9606,gene
ENSG00000164111,ENSG00000164111,False,ANXA5,NCBITaxon:9606,gene
ENSG00000145386,ENSG00000145386,False,CCNA2,NCBITaxon:9606,gene
ENSG00000164056,ENSG00000164056,False,SPRY1,NCBITaxon:9606,gene
ENSG00000196159,ENSG00000196159,False,FAT4,NCBITaxon:9606,gene
ENSG00000109452,ENSG00000109452,False,INPP4B,NCBITaxon:9606,gene
ENSG00000249806,ENSG00000249806,False,RP11-223C24.1,NCBITaxon:9606,gene
ENSG00000151612,ENSG00000151612,False,ZNF827,NCBITaxon:9606,gene
ENSG00000071205,ENSG00000071205,False,ARHGAP10,NCBITaxon:9606,gene
ENSG00000145425,ENSG00000145425,False,RPS3A,NCBITaxon:9606,gene
ENSG00000245954,ENSG00000245954,False,LINC02273,NCBITaxon:9606,gene
ENSG00000121211,ENSG00000121211,False,MND1,NCBITaxon:9606,gene
ENSG00000137462,ENSG00000137462,False,TLR2,NCBITaxon:9606,gene
ENSG00000164114,ENSG00000164114,False,MAP9,NCBITaxon:9606,gene
ENSG00000164116,ENSG00000164116,False,GUCY1A1,NCBITaxon:9606,gene
ENSG00000061918,ENSG00000061918,False,GUCY1B1,NCBITaxon:9606,gene
ENSG00000164125,ENSG00000164125,False,GASK1B,NCBITaxon:9606,gene
ENSG00000145416,ENSG00000145416,False,MARCHF1,NCBITaxon:9606,gene
ENSG00000129116,ENSG00000129116,False,PALLD,NCBITaxon:9606,gene
ENSG00000198948,ENSG00000198948,False,MFAP3L,NCBITaxon:9606,gene
ENSG00000164104,ENSG00000164104,False,HMGB2,NCBITaxon:9606,gene
ENSG00000164120,ENSG00000164120,False,HPGD,NCBITaxon:9606,gene
ENSG00000150625,ENSG00000150625,False,GPM6A,NCBITaxon:9606,gene
ENSG00000151725,ENSG00000151725,False,CENPU,NCBITaxon:9606,gene
ENSG00000151726,ENSG00000151726,False,ACSL1,NCBITaxon:9606,gene
ENSG00000251230,ENSG00000251230,False,MIR3945HG,NCBITaxon:9606,gene
ENSG00000151729,ENSG00000151729,False,SLC25A4,NCBITaxon:9606,gene
ENSG00000164323,ENSG00000164323,False,CFAP97,NCBITaxon:9606,gene
ENSG00000168491,ENSG00000168491,False,CCDC110,NCBITaxon:9606,gene
ENSG00000154556,ENSG00000154556,False,SORBS2,NCBITaxon:9606,gene
ENSG00000164342,ENSG00000164342,False,TLR3,NCBITaxon:9606,gene
ENSG00000112902,ENSG00000112902,False,SEMA5A,NCBITaxon:9606,gene
ENSG00000164237,ENSG00000164237,False,CMBL,NCBITaxon:9606,gene
ENSG00000164236,ENSG00000164236,False,ANKRD33B,NCBITaxon:9606,gene
ENSG00000154153,ENSG00000154153,False,RETREG1,NCBITaxon:9606,gene
ENSG00000176788,ENSG00000176788,False,BASP1,NCBITaxon:9606,gene
ENSG00000133401,ENSG00000133401,False,PDZD2,NCBITaxon:9606,gene
ENSG00000039560,ENSG00000039560,False,RAI14,NCBITaxon:9606,gene
ENSG00000152582,ENSG00000152582,False,SPEF2,NCBITaxon:9606,gene
ENSG00000168685,ENSG00000168685,False,IL7R,NCBITaxon:9606,gene
ENSG00000197603,ENSG00000197603,False,CPLANE1,NCBITaxon:9606,gene
ENSG00000082074,ENSG00000082074,False,FYB1,NCBITaxon:9606,gene
ENSG00000153071,ENSG00000153071,False,DAB2,NCBITaxon:9606,gene
ENSG00000171522,ENSG00000171522,False,PTGER4,NCBITaxon:9606,gene
ENSG00000198865,ENSG00000198865,False,CCDC152,NCBITaxon:9606,gene
ENSG00000250722,ENSG00000250722,False,SELENOP,NCBITaxon:9606,gene
ENSG00000272382,ENSG00000272382,False,CTD-2035E11.4,NCBITaxon:9606,gene
ENSG00000177721,ENSG00000177721,False,ANXA2R,NCBITaxon:9606,gene
ENSG00000151882,ENSG00000151882,False,CCL28,NCBITaxon:9606,gene
ENSG00000248092,ENSG00000248092,False,NNT-AS1,NCBITaxon:9606,gene
ENSG00000151883,ENSG00000151883,False,PARP8,NCBITaxon:9606,gene
ENSG00000213949,ENSG00000213949,False,ITGA1,NCBITaxon:9606,gene
ENSG00000164171,ENSG00000164171,False,ITGA2,NCBITaxon:9606,gene
ENSG00000247796,ENSG00000247796,False,CTD-2366F13.1,NCBITaxon:9606,gene
ENSG00000178996,ENSG00000178996,False,SNX18,NCBITaxon:9606,gene
ENSG00000164283,ENSG00000164283,False,ESM1,NCBITaxon:9606,gene
ENSG00000113088,ENSG00000113088,False,GZMK,NCBITaxon:9606,gene
ENSG00000145649,ENSG00000145649,False,GZMA,NCBITaxon:9606,gene
ENSG00000134352,ENSG00000134352,False,IL6ST,NCBITaxon:9606,gene
ENSG00000249236,ENSG00000249236,False,CTD-2227I18.1,NCBITaxon:9606,gene
ENSG00000164512,ENSG00000164512,False,ANKRD55,NCBITaxon:9606,gene
ENSG00000145632,ENSG00000145632,False,PLK2,NCBITaxon:9606,gene
ENSG00000175857,ENSG00000175857,False,GAPT,NCBITaxon:9606,gene
ENSG00000113448,ENSG00000113448,False,PDE4D,NCBITaxon:9606,gene
ENSG00000164181,ENSG00000164181,False,ELOVL7,NCBITaxon:9606,gene
ENSG00000164182,ENSG00000164182,False,NDUFAF2,NCBITaxon:9606,gene
ENSG00000068796,ENSG00000068796,False,KIF2A,NCBITaxon:9606,gene
ENSG00000123219,ENSG00000123219,False,CENPK,NCBITaxon:9606,gene
ENSG00000069020,ENSG00000069020,False,MAST4,NCBITaxon:9606,gene
ENSG00000229666,ENSG00000229666,False,MAST4-AS1,NCBITaxon:9606,gene
ENSG00000145675,ENSG00000145675,False,PIK3R1,NCBITaxon:9606,gene
ENSG00000134057,ENSG00000134057,False,CCNB1,NCBITaxon:9606,gene
ENSG00000153044,ENSG00000153044,False,CENPH,NCBITaxon:9606,gene
ENSG00000249437,ENSG00000249437,False,NAIP,NCBITaxon:9606,gene
ENSG00000131711,ENSG00000131711,False,MAP1B,NCBITaxon:9606,gene
ENSG00000157111,ENSG00000157111,False,TMEM171,NCBITaxon:9606,gene
ENSG00000214944,ENSG00000214944,False,ARHGEF28,NCBITaxon:9606,gene
ENSG00000171617,ENSG00000171617,False,ENC1,NCBITaxon:9606,gene
ENSG00000198780,ENSG00000198780,False,FAM169A,NCBITaxon:9606,gene
ENSG00000176928,ENSG00000176928,False,GCNT4,NCBITaxon:9606,gene
ENSG00000145700,ENSG00000145700,False,ANKRD31,NCBITaxon:9606,gene
ENSG00000189045,ENSG00000189045,False,ANKDD1B,NCBITaxon:9606,gene
ENSG00000145703,ENSG00000145703,False,IQGAP2,NCBITaxon:9606,gene
ENSG00000181104,ENSG00000181104,False,F2R,NCBITaxon:9606,gene
ENSG00000145708,ENSG00000145708,False,CRHBP,NCBITaxon:9606,gene
ENSG00000164309,ENSG00000164309,False,CMYA5,NCBITaxon:9606,gene
ENSG00000189127,ENSG00000189127,False,ANKRD34B,NCBITaxon:9606,gene
ENSG00000113319,ENSG00000113319,False,RASGRF2,NCBITaxon:9606,gene
ENSG00000186468,ENSG00000186468,False,RPS23,NCBITaxon:9606,gene
ENSG00000038427,ENSG00000038427,False,VCAN,NCBITaxon:9606,gene
ENSG00000081189,ENSG00000081189,False,MEF2C,NCBITaxon:9606,gene
ENSG00000248323,ENSG00000248323,False,LUCAT1,NCBITaxon:9606,gene
ENSG00000164291,ENSG00000164291,False,ARSK,NCBITaxon:9606,gene
ENSG00000178015,ENSG00000178015,False,GPR150,NCBITaxon:9606,gene
ENSG00000175449,ENSG00000175449,False,RFESD,NCBITaxon:9606,gene
ENSG00000164292,ENSG00000164292,False,RHOBTB3,NCBITaxon:9606,gene
ENSG00000153113,ENSG00000153113,False,CAST,NCBITaxon:9606,gene
ENSG00000173930,ENSG00000173930,False,SLCO4C1,NCBITaxon:9606,gene
ENSG00000145730,ENSG00000145730,False,PAM,NCBITaxon:9606,gene
ENSG00000184349,ENSG00000184349,False,EFNA5,NCBITaxon:9606,gene
ENSG00000152495,ENSG00000152495,False,CAMK4,NCBITaxon:9606,gene
ENSG00000129595,ENSG00000129595,False,EPB41L4A,NCBITaxon:9606,gene
ENSG00000129596,ENSG00000129596,False,CDO1,NCBITaxon:9606,gene
ENSG00000168916,ENSG00000168916,False,ZNF608,NCBITaxon:9606,gene
ENSG00000283897,ENSG00000283897,False,CTB-88F18.5,NCBITaxon:9606,gene
ENSG00000164398,ENSG00000164398,False,ACSL6,NCBITaxon:9606,gene
ENSG00000125347,ENSG00000125347,False,IRF1,NCBITaxon:9606,gene
ENSG00000131437,ENSG00000131437,False,KIF3A,NCBITaxon:9606,gene
ENSG00000081059,ENSG00000081059,False,TCF7,NCBITaxon:9606,gene
ENSG00000006837,ENSG00000006837,False,CDKL3,NCBITaxon:9606,gene
ENSG00000120708,ENSG00000120708,False,TGFBI,NCBITaxon:9606,gene
ENSG00000120738,ENSG00000120738,False,EGR1,NCBITaxon:9606,gene
ENSG00000170476,ENSG00000170476,False,MZB1,NCBITaxon:9606,gene
ENSG00000171604,ENSG00000171604,False,CXXC5,NCBITaxon:9606,gene
ENSG00000158458,ENSG00000158458,False,NRG2,NCBITaxon:9606,gene
ENSG00000245146,ENSG00000245146,False,MALINC1,NCBITaxon:9606,gene
ENSG00000113070,ENSG00000113070,False,HBEGF,NCBITaxon:9606,gene
ENSG00000170458,ENSG00000170458,False,CD14,NCBITaxon:9606,gene
ENSG00000253846,ENSG00000253846,False,PCDHGA10,NCBITaxon:9606,gene
ENSG00000156453,ENSG00000156453,False,PCDH1,NCBITaxon:9606,gene
ENSG00000156475,ENSG00000156475,False,PPP2R2B,NCBITaxon:9606,gene
ENSG00000176049,ENSG00000176049,False,JAKMIP2,NCBITaxon:9606,gene
ENSG00000169252,ENSG00000169252,False,ADRB2,NCBITaxon:9606,gene
ENSG00000173210,ENSG00000173210,False,ABLIM3,NCBITaxon:9606,gene
ENSG00000182578,ENSG00000182578,False,CSF1R,NCBITaxon:9606,gene
ENSG00000113721,ENSG00000113721,False,PDGFRB,NCBITaxon:9606,gene
ENSG00000019582,ENSG00000019582,False,CD74,NCBITaxon:9606,gene
ENSG00000164587,ENSG00000164587,False,RPS14,NCBITaxon:9606,gene
ENSG00000256235,ENSG00000256235,False,SMIM3,NCBITaxon:9606,gene
ENSG00000113140,ENSG00000113140,False,SPARC,NCBITaxon:9606,gene
ENSG00000170271,ENSG00000170271,False,FAXDC2,NCBITaxon:9606,gene
ENSG00000170624,ENSG00000170624,False,SGCD,NCBITaxon:9606,gene
ENSG00000145850,ENSG00000145850,False,TIMD4,NCBITaxon:9606,gene
ENSG00000113263,ENSG00000113263,False,ITK,NCBITaxon:9606,gene
ENSG00000055163,ENSG00000055163,False,CYFIP2,NCBITaxon:9606,gene
ENSG00000164330,ENSG00000164330,False,EBF1,NCBITaxon:9606,gene
ENSG00000135083,ENSG00000135083,False,CCNJL,NCBITaxon:9606,gene
ENSG00000164611,ENSG00000164611,False,PTTG1,NCBITaxon:9606,gene
ENSG00000072571,ENSG00000072571,False,HMMR,NCBITaxon:9606,gene
ENSG00000113645,ENSG00000113645,False,WWC1,NCBITaxon:9606,gene
ENSG00000040275,ENSG00000040275,False,SPDL1,NCBITaxon:9606,gene
ENSG00000181163,ENSG00000181163,False,NPM1,NCBITaxon:9606,gene
ENSG00000120129,ENSG00000120129,False,DUSP1,NCBITaxon:9606,gene
ENSG00000164466,ENSG00000164466,False,SFXN1,NCBITaxon:9606,gene
ENSG00000113758,ENSG00000113758,False,DBN1,NCBITaxon:9606,gene
ENSG00000249684,ENSG00000249684,False,RP11-423H2.3,NCBITaxon:9606,gene
ENSG00000176783,ENSG00000176783,False,RUFY1,NCBITaxon:9606,gene
ENSG00000161013,ENSG00000161013,False,MGAT4B,NCBITaxon:9606,gene
ENSG00000113269,ENSG00000113269,False,RNF130,NCBITaxon:9606,gene
ENSG00000131459,ENSG00000131459,False,GFPT2,NCBITaxon:9606,gene
ENSG00000161055,ENSG00000161055,False,SCGB3A1,NCBITaxon:9606,gene
ENSG00000037280,ENSG00000037280,False,FLT4,NCBITaxon:9606,gene
ENSG00000165810,ENSG00000165810,False,BTNL9,NCBITaxon:9606,gene
ENSG00000137265,ENSG00000137265,False,IRF4,NCBITaxon:9606,gene
ENSG00000054598,ENSG00000054598,False,FOXC1,NCBITaxon:9606,gene
ENSG00000021355,ENSG00000021355,False,SERPINB1,NCBITaxon:9606,gene
ENSG00000170542,ENSG00000170542,False,SERPINB9,NCBITaxon:9606,gene
ENSG00000244041,ENSG00000244041,False,LINC01011,NCBITaxon:9606,gene
ENSG00000137267,ENSG00000137267,False,TUBB2A,NCBITaxon:9606,gene
ENSG00000137266,ENSG00000137266,False,SLC22A23,NCBITaxon:9606,gene
ENSG00000168994,ENSG00000168994,False,PXDC1,NCBITaxon:9606,gene
ENSG00000124785,ENSG00000124785,False,NRN1,NCBITaxon:9606,gene
ENSG00000124491,ENSG00000124491,False,F13A1,NCBITaxon:9606,gene
ENSG00000239264,ENSG00000239264,False,TXNDC5,NCBITaxon:9606,gene
ENSG00000111863,ENSG00000111863,False,ADTRP,NCBITaxon:9606,gene
ENSG00000078401,ENSG00000078401,False,EDN1,NCBITaxon:9606,gene
ENSG00000112137,ENSG00000112137,False,PHACTR1,NCBITaxon:9606,gene
ENSG00000145990,ENSG00000145990,False,GFOD1,NCBITaxon:9606,gene
ENSG00000050393,ENSG00000050393,False,MCUR1,NCBITaxon:9606,gene
ENSG00000112149,ENSG00000112149,False,CD83,NCBITaxon:9606,gene
ENSG00000137198,ENSG00000137198,False,GMPR,NCBITaxon:9606,gene
ENSG00000112183,ENSG00000112183,False,RBM24,NCBITaxon:9606,gene
ENSG00000137393,ENSG00000137393,False,RNF144B,NCBITaxon:9606,gene
ENSG00000124766,ENSG00000124766,False,SOX4,NCBITaxon:9606,gene
ENSG00000272168,ENSG00000272168,False,CASC15,NCBITaxon:9606,gene
ENSG00000111913,ENSG00000111913,False,RIPOR2,NCBITaxon:9606,gene
ENSG00000124610,ENSG00000124610,False,H1-1,NCBITaxon:9606,gene
ENSG00000187837,ENSG00000187837,False,H1-2,NCBITaxon:9606,gene
ENSG00000197061,ENSG00000197061,False,H4C3,NCBITaxon:9606,gene
ENSG00000180573,ENSG00000180573,False,H2AC6,NCBITaxon:9606,gene
ENSG00000168298,ENSG00000168298,False,H1-4,NCBITaxon:9606,gene
ENSG00000158373,ENSG00000158373,False,H2BC5,NCBITaxon:9606,gene
ENSG00000282988,ENSG00000282988,False,RP1-34B20.21,NCBITaxon:9606,gene
ENSG00000273802,ENSG00000273802,False,H2BC8,NCBITaxon:9606,gene
ENSG00000277075,ENSG00000277075,False,H2AC8,NCBITaxon:9606,gene
ENSG00000124575,ENSG00000124575,False,H1-3,NCBITaxon:9606,gene
ENSG00000277775,ENSG00000277775,False,H3C7,NCBITaxon:9606,gene
ENSG00000275713,ENSG00000275713,False,H2BC9,NCBITaxon:9606,gene
ENSG00000273983,ENSG00000273983,False,H3C8,NCBITaxon:9606,gene
ENSG00000158406,ENSG00000158406,False,H4C8,NCBITaxon:9606,gene
ENSG00000186470,ENSG00000186470,False,BTN3A2,NCBITaxon:9606,gene
ENSG00000026950,ENSG00000026950,False,BTN3A1,NCBITaxon:9606,gene
ENSG00000124635,ENSG00000124635,False,H2BC11,NCBITaxon:9606,gene
ENSG00000196787,ENSG00000196787,False,H2AC11,NCBITaxon:9606,gene
ENSG00000274997,ENSG00000274997,False,H2AC12,NCBITaxon:9606,gene
ENSG00000278828,ENSG00000278828,False,H3C10,NCBITaxon:9606,gene
ENSG00000276368,ENSG00000276368,False,H2AC14,NCBITaxon:9606,gene
ENSG00000233822,ENSG00000233822,False,H2BC15,NCBITaxon:9606,gene
ENSG00000184357,ENSG00000184357,False,H1-5,NCBITaxon:9606,gene
ENSG00000189134,ENSG00000189134,False,NKAPL,NCBITaxon:9606,gene
ENSG00000246350,ENSG00000246350,False,RP5-1186N24.3,NCBITaxon:9606,gene
ENSG00000196230,ENSG00000196230,False,TUBB,NCBITaxon:9606,gene
ENSG00000137331,ENSG00000137331,False,IER3,NCBITaxon:9606,gene
ENSG00000226979,ENSG00000226979,False,LTA,NCBITaxon:9606,gene
ENSG00000232810,ENSG00000232810,False,TNF,NCBITaxon:9606,gene
ENSG00000227507,ENSG00000227507,False,LTB,NCBITaxon:9606,gene
ENSG00000204482,ENSG00000204482,False,LST1,NCBITaxon:9606,gene
ENSG00000204475,ENSG00000204475,False,NCR3,NCBITaxon:9606,gene
ENSG00000204472,ENSG00000204472,False,AIF1,NCBITaxon:9606,gene
ENSG00000204428,ENSG00000204428,False,LY6G5C,NCBITaxon:9606,gene
ENSG00000204420,ENSG00000204420,False,MPIG6B,NCBITaxon:9606,gene
ENSG00000213719,ENSG00000213719,False,CLIC1,NCBITaxon:9606,gene
ENSG00000168477,ENSG00000168477,False,TNXB,NCBITaxon:9606,gene
ENSG00000285085,ENSG00000285085,False,XXbac-BPG300A18.14,NCBITaxon:9606,gene
ENSG00000225914,ENSG00000225914,False,TSBP1-AS1,NCBITaxon:9606,gene
ENSG00000204287,ENSG00000204287,False,HLA-DRA,NCBITaxon:9606,gene
ENSG00000198502,ENSG00000198502,False,HLA-DRB5,NCBITaxon:9606,gene
ENSG00000196126,ENSG00000196126,False,HLA-DRB1,NCBITaxon:9606,gene
ENSG00000196735,ENSG00000196735,False,HLA-DQA1,NCBITaxon:9606,gene
ENSG00000179344,ENSG00000179344,False,HLA-DQB1,NCBITaxon:9606,gene
ENSG00000241106,ENSG00000241106,False,HLA-DOB,NCBITaxon:9606,gene
ENSG00000242574,ENSG00000242574,False,HLA-DMB,NCBITaxon:9606,gene
ENSG00000204257,ENSG00000204257,False,HLA-DMA,NCBITaxon:9606,gene
ENSG00000231389,ENSG00000231389,False,HLA-DPA1,NCBITaxon:9606,gene
ENSG00000223865,ENSG00000223865,False,HLA-DPB1,NCBITaxon:9606,gene
ENSG00000231500,ENSG00000231500,False,RPS18,NCBITaxon:9606,gene
ENSG00000237649,ENSG00000237649,False,KIFC1,NCBITaxon:9606,gene
ENSG00000124614,ENSG00000124614,False,RPS10,NCBITaxon:9606,gene
ENSG00000124507,ENSG00000124507,False,PACSIN1,NCBITaxon:9606,gene
ENSG00000156711,ENSG00000156711,False,MAPK13,NCBITaxon:9606,gene
ENSG00000124762,ENSG00000124762,False,CDKN1A,NCBITaxon:9606,gene
ENSG00000124772,ENSG00000124772,False,CPNE5,NCBITaxon:9606,gene
ENSG00000164530,ENSG00000164530,False,PI16,NCBITaxon:9606,gene
ENSG00000137193,ENSG00000137193,False,PIM1,NCBITaxon:9606,gene
ENSG00000112139,ENSG00000112139,False,MDGA1,NCBITaxon:9606,gene
ENSG00000124780,ENSG00000124780,False,KCNK17,NCBITaxon:9606,gene
ENSG00000161911,ENSG00000161911,False,TREML1,NCBITaxon:9606,gene
ENSG00000124731,ENSG00000124731,False,TREM1,NCBITaxon:9606,gene
ENSG00000171611,ENSG00000171611,False,PTCRA,NCBITaxon:9606,gene
ENSG00000172426,ENSG00000172426,False,RSPH9,NCBITaxon:9606,gene
ENSG00000112715,ENSG00000112715,False,VEGFA,NCBITaxon:9606,gene
ENSG00000096384,ENSG00000096384,False,HSP90AB1,NCBITaxon:9606,gene
ENSG00000271857,ENSG00000271857,False,RP1-244F24.1,NCBITaxon:9606,gene
ENSG00000112782,ENSG00000112782,False,CLIC5,NCBITaxon:9606,gene
ENSG00000231769,ENSG00000231769,False,RP1-8B1.4,NCBITaxon:9606,gene
ENSG00000001561,ENSG00000001561,False,ENPP4,NCBITaxon:9606,gene
ENSG00000112796,ENSG00000112796,False,ENPP5,NCBITaxon:9606,gene
ENSG00000172348,ENSG00000172348,False,RCAN2,NCBITaxon:9606,gene
ENSG00000151914,ENSG00000151914,False,DST,NCBITaxon:9606,gene
ENSG00000112232,ENSG00000112232,False,KHDRBS2,NCBITaxon:9606,gene
ENSG00000082293,ENSG00000082293,False,COL19A1,NCBITaxon:9606,gene
ENSG00000119900,ENSG00000119900,False,OGFRL1,NCBITaxon:9606,gene
ENSG00000185760,ENSG00000185760,False,KCNQ5,NCBITaxon:9606,gene
ENSG00000135314,ENSG00000135314,False,KHDC1,NCBITaxon:9606,gene
ENSG00000229852,ENSG00000229852,False,RP11-398K22.12,NCBITaxon:9606,gene
ENSG00000080007,ENSG00000080007,False,DDX43,NCBITaxon:9606,gene
ENSG00000156508,ENSG00000156508,False,EEF1A1,NCBITaxon:9606,gene
ENSG00000196586,ENSG00000196586,False,MYO6,NCBITaxon:9606,gene
ENSG00000198478,ENSG00000198478,False,SH3BGRL2,NCBITaxon:9606,gene
ENSG00000118402,ENSG00000118402,False,ELOVL4,NCBITaxon:9606,gene
ENSG00000112742,ENSG00000112742,False,TTK,NCBITaxon:9606,gene
ENSG00000146250,ENSG00000146250,False,PRSS35,NCBITaxon:9606,gene
ENSG00000135315,ENSG00000135315,False,CEP162,NCBITaxon:9606,gene
ENSG00000135318,ENSG00000135318,False,NT5E,NCBITaxon:9606,gene
ENSG00000272008,ENSG00000272008,False,RP11-393I2.4,NCBITaxon:9606,gene
ENSG00000146278,ENSG00000146278,False,PNRC1,NCBITaxon:9606,gene
ENSG00000118412,ENSG00000118412,False,CASP8AP2,NCBITaxon:9606,gene
ENSG00000112182,ENSG00000112182,False,BACH2,NCBITaxon:9606,gene
ENSG00000186231,ENSG00000186231,False,KLHL32,NCBITaxon:9606,gene
ENSG00000057657,ENSG00000057657,False,PRDM1,NCBITaxon:9606,gene
ENSG00000272398,ENSG00000272398,False,CD24,NCBITaxon:9606,gene
ENSG00000112320,ENSG00000112320,False,SOBP,NCBITaxon:9606,gene
ENSG00000146285,ENSG00000146285,False,SCML4,NCBITaxon:9606,gene
ENSG00000155085,ENSG00000155085,False,AK9,NCBITaxon:9606,gene
ENSG00000112394,ENSG00000112394,False,SLC16A10,NCBITaxon:9606,gene
ENSG00000203778,ENSG00000203778,False,FAM229B,NCBITaxon:9606,gene
ENSG00000277443,ENSG00000277443,False,MARCKS,NCBITaxon:9606,gene
ENSG00000188820,ENSG00000188820,False,CALHM6,NCBITaxon:9606,gene
ENSG00000173626,ENSG00000173626,False,TRAPPC3L,NCBITaxon:9606,gene
ENSG00000111879,ENSG00000111879,False,FAM184A,NCBITaxon:9606,gene
ENSG00000135549,ENSG00000135549,False,PKIB,NCBITaxon:9606,gene
ENSG00000111912,ENSG00000111912,False,NCOA7,NCBITaxon:9606,gene
ENSG00000172673,ENSG00000172673,False,THEMIS,NCBITaxon:9606,gene
ENSG00000152894,ENSG00000152894,False,PTPRK,NCBITaxon:9606,gene
ENSG00000196569,ENSG00000196569,False,LAMA2,NCBITaxon:9606,gene
ENSG00000146376,ENSG00000146376,False,ARHGAP18,NCBITaxon:9606,gene
ENSG00000227678,ENSG00000227678,False,RP11-73O6.3,NCBITaxon:9606,gene
ENSG00000164483,ENSG00000164483,False,SAMD3,NCBITaxon:9606,gene
ENSG00000118520,ENSG00000118520,False,ARG1,NCBITaxon:9606,gene
ENSG00000197594,ENSG00000197594,False,ENPP1,NCBITaxon:9606,gene
ENSG00000228495,ENSG00000228495,False,LINC01013,NCBITaxon:9606,gene
ENSG00000079950,ENSG00000079950,False,STX7,NCBITaxon:9606,gene
ENSG00000112299,ENSG00000112299,False,VNN1,NCBITaxon:9606,gene
ENSG00000093134,ENSG00000093134,False,VNN3,NCBITaxon:9606,gene
ENSG00000112303,ENSG00000112303,False,VNN2,NCBITaxon:9606,gene
ENSG00000112306,ENSG00000112306,False,RPS12,NCBITaxon:9606,gene
ENSG00000118515,ENSG00000118515,False,SGK1,NCBITaxon:9606,gene
ENSG00000118513,ENSG00000118513,False,MYB,NCBITaxon:9606,gene
ENSG00000135541,ENSG00000135541,False,AHI1,NCBITaxon:9606,gene
ENSG00000237499,ENSG00000237499,False,WAKMAR2,NCBITaxon:9606,gene
ENSG00000118503,ENSG00000118503,False,TNFAIP3,NCBITaxon:9606,gene
ENSG00000112378,ENSG00000112378,False,PERP,NCBITaxon:9606,gene
ENSG00000164442,ENSG00000164442,False,CITED2,NCBITaxon:9606,gene
ENSG00000112419,ENSG00000112419,False,PHACTR2,NCBITaxon:9606,gene
ENSG00000135604,ENSG00000135604,False,STX11,NCBITaxon:9606,gene
ENSG00000152818,ENSG00000152818,False,UTRN,NCBITaxon:9606,gene
ENSG00000118508,ENSG00000118508,False,RAB32,NCBITaxon:9606,gene
ENSG00000198729,ENSG00000198729,False,PPP1R14C,NCBITaxon:9606,gene
ENSG00000120278,ENSG00000120278,False,PLEKHG1,NCBITaxon:9606,gene
ENSG00000131016,ENSG00000131016,False,AKAP12,NCBITaxon:9606,gene
ENSG00000131018,ENSG00000131018,False,SYNE1,NCBITaxon:9606,gene
ENSG00000120279,ENSG00000120279,False,MYCT1,NCBITaxon:9606,gene
ENSG00000112029,ENSG00000112029,False,FBXO5,NCBITaxon:9606,gene
ENSG00000091844,ENSG00000091844,False,RGS17,NCBITaxon:9606,gene
ENSG00000074706,ENSG00000074706,False,IPCEF1,NCBITaxon:9606,gene
ENSG00000164674,ENSG00000164674,False,SYTL3,NCBITaxon:9606,gene
ENSG00000092820,ENSG00000092820,False,EZR,NCBITaxon:9606,gene
ENSG00000285159,ENSG00000285159,False,XXyac-YR21IF11.3,NCBITaxon:9606,gene
ENSG00000197081,ENSG00000197081,False,IGF2R,NCBITaxon:9606,gene
ENSG00000272841,ENSG00000272841,False,MAP3K4-AS1,NCBITaxon:9606,gene
ENSG00000112486,ENSG00000112486,False,CCR6,NCBITaxon:9606,gene
ENSG00000198719,ENSG00000198719,False,DLL1,NCBITaxon:9606,gene
ENSG00000197461,ENSG00000197461,False,PDGFA,NCBITaxon:9606,gene
ENSG00000223855,ENSG00000223855,False,HRAT92,NCBITaxon:9606,gene
ENSG00000188191,ENSG00000188191,False,PRKAR1B,NCBITaxon:9606,gene
ENSG00000136213,ENSG00000136213,False,CHST12,NCBITaxon:9606,gene
ENSG00000198286,ENSG00000198286,False,CARD11,NCBITaxon:9606,gene
ENSG00000075624,ENSG00000075624,False,ACTB,NCBITaxon:9606,gene
ENSG00000086232,ENSG00000086232,False,EIF2AK1,NCBITaxon:9606,gene
ENSG00000136238,ENSG00000136238,False,RAC1,NCBITaxon:9606,gene
ENSG00000236609,ENSG00000236609,False,ZNF853,NCBITaxon:9606,gene
ENSG00000106415,ENSG00000106415,False,GLCCI1,NCBITaxon:9606,gene
ENSG00000214960,ENSG00000214960,False,CRPPA,NCBITaxon:9606,gene
ENSG00000106537,ENSG00000106537,False,TSPAN13,NCBITaxon:9606,gene
ENSG00000106546,ENSG00000106546,False,AHR,NCBITaxon:9606,gene
ENSG00000105849,ENSG00000105849,False,POLR1F,NCBITaxon:9606,gene
ENSG00000164649,ENSG00000164649,False,CDCA7L,NCBITaxon:9606,gene
ENSG00000136237,ENSG00000136237,False,RAPGEF5,NCBITaxon:9606,gene
ENSG00000105889,ENSG00000105889,False,STEAP1B,NCBITaxon:9606,gene
ENSG00000136244,ENSG00000136244,False,IL6,NCBITaxon:9606,gene
ENSG00000136231,ENSG00000136231,False,IGF2BP3,NCBITaxon:9606,gene
ENSG00000105926,ENSG00000105926,False,MPP6,NCBITaxon:9606,gene
ENSG00000078399,ENSG00000078399,False,HOXA9,NCBITaxon:9606,gene
